Name,CDSName,RA,Dec,ra1,ra2,ra3,RA_dec,RA_radians,sde,de1,de2,de3,de_dec,Dec_radians,LongGal,LatGal,B,V,B-V,B0-V0,EB-V,OType,Sp,Sp_s,Miles
HD 27962,del03 Tau,04:25:29.4,+17:55:40.4,04,25,58.55,66.4939583333333,1.16053850560059,+,17,55,40.4,17.9278888888889,0.312900689042819,,,,4.311,,,0.05,RotV*alf2CVn,A2IV,A2,s0907
HD 97633,tet Leo,11:14:14.4,+15:25:46.6,11,14,58.56,168.744,2.94513839298531,+,15,25,46.6,15.4296111111111,0.269297516191189,,,,3.324,,,0.01,PM*,A2V,A2,s0403
HD 196544,iot Del,20:37:49.2,+11:22:39.7,20,37,58.57,309.494041666667,5.40169004238785,+,11,22,39.7,11.3776944444444,0.198578229341422,,,,5.428,,,0.01,SB*,A2V,A2,s0767
HD 192640,b03 Cyg,20:14:31.9,+36:48:22.7,20,14,58.58,303.744083333333,5.3013343376187,+,36,48,22.7,36.8063055555556,0.642391217439526,,,,4.955,,,0.03,PulsV*delSct,A2V,A2,s0759
HD 28978,HD 28978,04:34:08.3,+05:34:07,04,34,58.59,68.744125,1.19981132265255,+,05,34,"07,",5.56861111111111,0.097190598652029,,,,5.681,,,0.12,Star,A2Vs,A2,s0155
HD 43378,2 Lyn,06:19:37.4,+59:00:39.6,06,19,58.6,94.9941666666667,1.65796097852158,+,59,00,39.6,59.011,1.02993624489437,,,,4.446,,,0.01,EB*,A2Vs,A2,s0217
HD 79633,HD 79633,09:17:07.4,+51:19:19.9,09,17,58.61,139.494208333333,2.43463322287958,+,51,19,19.9,51.3221944444444,0.895741272404297,,,,9.04,,,0.01,PM*,A3,A3,s0342
HD 79765,HD 79765,09:16:27.1,+18:48:36.7,09,16,58.62,139.24425,2.43027062697011,+,18,48,36.7,18.8101944444444,0.3282998259959,,,,7.05,,,0.02,PM*,A3,A3,s0341
HD 213470,HD 213470,22:30:18.7,+57:13:31.4,22,30,58.63,337.744291666667,5.89474991939938,+,57,13,31.4,57.2253888888889,0.998771451845291,,,,6.696,,,0.02,Em*,A3 Ia,A3,s0836
HD 223385,6 Cas,23:48:50.2,+62:12:52.2,23,48,58.64,357.244333333333,6.2350898507588,+,62,12,52.2,62.2145,1.08584786748201,,,,5.55,,,0.63,SG*,A3Ia+...,A3,s0892
HD 85235,phi UMa,09:52:06.5,+54:03:51.5,09,52,58.65,148.244375,2.58735244131117,+,54,03,51.5,54.0643055555555,0.943600139748706,,,,4.56,,,0.00,**,A3IV,A3,s0364
HD 218640, 89 Aqr,23:09:55,-22:27:27.4,23,09,58.66,347.494416666667,6.06492170313039,-,22,27,27.4,-22.4576111111111,-0.391959256021351,,,,4.726,,,0.02,**,A3IV:,A3,s0861
HD 103578,o Leo,11:55:40.6,+15:38:48.5,11,55,58.68,178.9945,3.12404336796099,+,15,38,48.5,15.6468055555556,0.273088274363786,,,,5.531,,,0.03,SB*,A3V,A3,s0424
HD 38545,131 Tau,05:47:13.2,+14:29:17.9,05,47,58.69,86.9945416666667,1.51834118334673,+,14,29,17.9,14.4883055555556,0.252868634979431,,,,5.725,,,0.05,**,A3Vn,A3,s0193
HD 141851,b Ser,15:51:15.6,-03:05:25.8,15,51,58.7,237.994583333333,4.15378908107869,-,03,05,25.8,-3.0905,-0.053939400532885,,,,5.1,,,0.12,**,A3Vn,A3,s0572
BD+342476,BD+34  2476,13:59:09.6,+33:51:39.2,13,59,58.71,209.994625,3.6650976177408,+,33,51,39.2,33.8608888888889,0.590983998763076,,,,10.06,,,0.00,PM*,A4,A4,s0491
HD 109307, 22 Com,12:33:34.3,+24:16:58.8,12,33,58.72,188.494666666667,3.28985255578254,+,24,16,58.8,24.283,0.423818302261783,,,,6.265,,,0.01,*inCl,A4 V,A4,s0922
HD 189849, 15 Vul,20:01:06,+27:45:13,20,01,58.73,300.494708333333,5.24462204523671,+,27,45,"13,",27.7536111111111,0.48439189320697,,,,4.663,,,0.03,RotV*alf2CVn,A4III,A4,s0748
HD 19445,HD 19445,03:08:25.6,+26:19:51.2,03,08,58.74,47.24475,0.824576441781591,+,26,19,51.2,26.3308888888889,0.459560706087903,,,,8.05,,,0.00,PM*,A4p,A4,s0106
HD 176232, 10 Aql,18:58:46.8,+13:54:23.8,18,58,58.75,284.744791666667,4.96973414248865,+,13,54,23.8,13.9066111111111,0.242716151683316,,,,5.913,,,0.06,RotV*alf2CVn,A4p(EuCrSr),A4,s0710
BD-122669,BD-12  2669,08:46:39.6,-13:21:25.6,08,46,58.76,131.744833333333,2.29938111415784,-,13,21,25.6,-13.3571111111111,-0.233125567443607,,,,10.235,,,0.01,SB*,A5,A5,s0318
HD 193281,HD 193281,20:20:27.8,-29:11:49.9,20,20,58.77,305.244875,5.32752809358853,-,29,11,49.9,-29.1971944444444,-0.509587175400551,,,,6.3,,,0.07,**,A5/A6V,A5,s0761
HD 17378,HD 17378,02:49:30.7,+57:05:03.5,02,49,58.78,42.4949166666667,0.741676211193947,+,57,05,03.5,57.0843055555556,0.996309083158936,,,,6.281,,,0.78,SG*,A5Ia,A5,s0102
HD 59612,HD 59612,07:29:51.4,-23:01:27.5,07,29,58.79,112.494958333333,1.9634074148105,-,23,01,27.5,-23.0243055555556,-0.401849939929667,,,,4.84,,,0.09,Star,A5Ib,A5,s0256
HD 188041,VV1291 Aql,19:53:18.7,-03:06:52.1,19,53,58.8,298.495,5.20972055074047,-,03,06,52.1,-3.11447222222222,-0.054357794739682,,,,5.633,,,0.05,RotV*alf2CVn,A5pvar,A5,s0740
HD 81009,VKU Hya,09:22:50.9,-09:50:19.7,09,22,58.81,140.745041666667,2.45646438293994,-,09,50,19.7,-9.83880555555556,-0.171719551407954,,,,6.516,,,0.10,RotV*alf2CVn,A5spe..,A5,s0344
HD 23194,VV1187 Tau,03:44:00.3,+24:33:24.8,03,44,58.82,56.2450833333333,0.981661892225254,+,24,33,24.8,24.5568888888889,0.428598565157523,,,,8.07,,,0.00,PulsV*delSct,A5V,A5,s0126
HD 107276, 10 Com,12:19:50.6,+28:27:51.8,12,19,58.83,184.995125,3.22877403138847,+,28,27,51.8,28.4643888888889,0.496797305679202,,,,6.632,,,0.01,*inCl,A6 IV-V,A6,s0920
HD 02628, 28 And,00:30:07.4,+29:45:05.8,00,30,58.84,7.74516666666667,0.135178659449048,+,29,45,05.8,29.7516111111111,0.519263571661817,,,,5.219,,,0.01,PulsV*delSct,A7III,A7,s0015
HD 197461,del Del,20:43:27.6,+15:04:28.6,20,43,58.85,310.995208333333,5.42789034334237,+,15,04,28.6,15.0746111111111,0.263101597346609,,,,4.434,,,0.01,PulsV*delSct,A7IIIp...,A7,s0771
HD 03883,HD 3883,00:41:36,+24:37:44.4,00,41,58.86,10.49525,0.183176668319935,+,24,37,44.4,24.629,0.429857141473683,,,,6.061,,,0.02,PM*,A7m,A7,s0027
HD 23924,HD 23924,03:49:40.9,+23:20:29.8,03,49,58.87,57.4952916666667,1.00348214397779,+,23,20,29.8,23.3416111111111,0.407387966608981,,,,8.13,,,0.00,*inCl,A7V,A7,s0131
HD 27819,del02 Tau,04:24:05.8,+17:26:38.8,04,24,58.88,66.2453333333333,1.15619918074782,+,17,26,38.8,17.4441111111111,0.304457173972615,,,,4.804,,,0.05,PM*,A7V,A7,s0151
HD 23607,VV647 Tau,03:47:19.4,+24:08:20.8,03,47,58.89,56.995375,0.994756952158863,+,24,08,20.8,24.1391111111111,0.421306967393635,,,,8.26,,,0.00,PulsV*delSct,A7V,A7,s0129
HD 107513,VKU Com,12:21:26.6,+24:59:49.2,12,21,58.9,185.495416666667,3.2375057681921,+,24,59,49.2,24.997,0.436279953121023,,,,7.38,,,0.01,PulsV*delSct,A9 V,A9,s0921
HD 50420,VV352 Aur,06:55:14.6,+43:54:36,06,55,58.91,103.995458333333,1.81506315503724,+,43,54,"36,",43.91,0.76637407455071,,,,6.161,,,0.04,PulsV*delSct,A9III,A9,s0237
HD 173648,zet01 Lyr,18:44:46.3,+37:36:18.4,18,44,58.92,281.2455,4.90865998141771,+,37,36,18.4,37.6051111111111,0.656333004467192,,,,4.338,,,0.01,SB*,Am,Am,s0693
HD 30210,HD 30210,04:46:01.7,+11:42:20.2,04,46,58.93,71.7455416666667,1.25219592571011,+,11,42,20.2,11.7056111111111,0.20430145484692,,,,5.356,,,0.00,PM*,Am,Am,s0912
HD 28546, 81 Tau,04:30:38.9,+15:41:30.8,04,30,58.94,67.7455833333333,1.18238348285086,+,15,41,30.8,15.6918888888889,0.273875126968226,,,,5.464,,,0.00,SB*,Am,Am,s0909
HD 153286,HD 153286,16:56:04.6,+47:22:14.9,16,56,58.95,254.245625,4.43742326504081,+,47,22,14.9,47.3708055555556,0.826776526266467,,,,7.025,,,0.03,SB*,Am,Am,s0618
HD 103877,HD 103877,11:57:42.5,+17:28:04.1,11,57,58.96,179.495666666667,3.13279037639557,+,17,28,04.1,17.4678055555556,0.304870720042602,,,,6.78,,,0.10,PM*,Am,Am,s0425
HD 78209,f UMa,09:08:52.3,+51:36:16.6,09,08,58.97,137.245708333333,2.39538949464849,+,51,36,16.6,51.6046111111111,0.900670373100138,,,,4.5,,,0.00,PM*,Am,Am,s0336
HD 148898,ome Oph,16:32:08.2,-21:27:59,16,32,58.98,248.24575,4.33270569158271,-,21,27,"59,",-21.4663888888889,-0.374659164624638,,,,4.443,,,0.08,RotV*alf2CVn,Ap,Ap,s0604
HD 116114,HD 116114,13:21:46.3,-18:44:31.6,13,21,58.99,200.495791666667,3.49931170097594,-,18,44,31.6,-18.7421111111111,-0.327111547663501,,,,7.032,,,0.06,PM*,Ap,Ap,s0470
HD 185859,HD 185859,19:40:28.3,+20:28:37.6,19,40,58.1,295.242083333333,5.15294644461414,+,20,28,37.6,20.4771111111111,0.357393010185603,,,,6.54,,,0.63,Em*,B0.5 Iae,B0,s0732
HD 190603,HD 190603,20:04:36.2,+32:13:07,20,04,58.101,301.2420875,5.25766627245585,+,32,13,"07,",32.2186111111111,0.562320844308517,,,,5.659,,,0.73,BlueSG*,B1.5 Iae,B1,s0751
